sozshakllar,soni
qolishibdi,1
g‘amboda,1
otalari,1
mo‘ysafid,1
yigitlarning,1
norg‘il,1
oltmishvoyimga,1
kirishibdi,1
to‘plashga,1
hikoya,1
qaynab,1
buniki,1
foydasiyo‘q,1
bilag‘onlik,1
burningiz,1
jannatga,1
solibdi,1
g‘ulg‘ula,1
ko‘ngliga,1
qorachig‘idan,1
saxiylik,1
ayrilibdi,1
osilma,1
pastdan,1
minadi,1
shoxga,1
oqsoqlagancha,1
tarafidan,1
chodirning,1
o‘ttizta,1
opchiq,1
qopsizlar-da,1
iye-iye,1
tayanib,1
hassasiga,1
chaqiraman,1
buvangni,1
chiqaverasiz,1
no-o-on,1
o‘sganmas,1
yotadi-yu,1
egallab,1
yarmini,1
to‘lgurlar,1
bug‘doy,1
borishingiz,1
keragiyam,1
devorning,1
qishloqning,1
oqarishi,1
hammamizniki,1
ko‘rganimni,1
suratini,1
urishi,1
yog‘iladi,1
tutki,1
pilladek,1
saxiy,1
buvidan,1
tarmashdim,1
uyalyapti,1
oyi-i,1
kemtik,1
chekkasi,1
patir,1
sedana,1
bezak,1
tokchalarga,1
oldinma-keyin,1
kuyunchaklik,1
laganga,1
tozalab,1
pishig‘i,1
ularnikiga,1
oltmishvoyni,1
to‘yasiz,1
shinniga,1
kelsangiz,1
xumlarga,1
mendek,1
xum,1
yetadi,1
hammalaringga,1
qoqay,1
yuqorida,1
yuborgancha,1
oyoqosti,1
popukday,1
balandlatadi,1
qopni,1
shaharni,1
olishibdi,1
berkinib,1
hikmatni,1
qolmadi-ya,1
paxtasiyam,1
oling-da,1
isitib,1
qo‘lni,1
qonatib,1
tirnog‘ingiz,1
paxtasini,1
tikandek,1
ag‘daradi,1
tugashi,1
zimmamizga,1
chuviydi,1
sakrab-sakrab,1
devlardek,1
afsonaviy,1
soyalari,1
lipillagan,1
chiroqlarning,1
lip-lip,1
tokchaga,1
uzaman,1
ushlasangiz,1
ko‘raklar,1
bo‘lmasak,1
chuvib,1
ichidagilar,1
toyibdi,1
qamalda,1
qolganlarning,1
isitishibdi,1
uylarni,1
yoqib,1
kunjarasini,1
qovurishibdi,1
eritib,1
chigitni,1
yo‘rgak,1
chaqaloqlarga,1
tikishibdi,1
to‘qishibdi,1
bo‘z,1
yigirib,1
tolasini,1
bosishibdi,1
yarasiga,1
momig‘ini,1
qarangki,1
ishoninglar,1
opchiqibdi,1
dono,1
nolishibdi,1
yalang‘och,1
bolalarimiz,1
darvozasini,1
shaharning,1
quribdi,1
sillasi,1
ochlikdan,1
ertagacha,1
chuvish,1
nozaninday,1
tavbangdan,1
yig‘lashibdi,1
eding-ku,1
qiladigan-ku,1
urushni,1
qushlar,1
daryolar-u,1
o‘t-o‘lanlar,1
daraxtlar-u,1
darrandalarga,1
parrandalar-u,1
tikkaygan,1
giyoh,1
kultepaga,1
bog‘lar,1
vayronaga,1
ko‘sakni,1
qirg‘in,1
ko‘taraman,1
bulbulingiz,1
ko‘taring,1
tashlagim,1
onalarni,1
to‘ldiraman,1
bormabdi,1
ayirasan,1
akamizdan,1
onamizdan,1
yurtini,1
bir-birining,1
podsholar,1
olloyi,1
taoloning,1
cho‘l-biyobonga,1
tashlabdi,1
pud,1
uyub,1
ko‘sak,1
badandan,1
iligani,1
chodir,1
yog‘ar,1
to‘plandik,1
ayvoniga,1
saqlanib,1
xotiramda,1
qaytmadi,1
etmadi,1
gazli,1
qilichni,1
gaz,1
alpomishnikiga,1
akangizni-chi,1
dengizda,1
yuribdi-da,1
pashistni,1
oldi-ku,1
zimistonga,1
uchmasmish,1
bormasmish,1
o‘tarmish,1
yurtlarni,1
o‘t-o‘lan,1
qimirlagan,1
dushmaning,1
xor-u,1
bacham,1
obordi,1
bildim-u,1
talaffuz,1
buzibroq,1
o‘zbekchani,1
yiglaydi,1
xalatli,1
yupatar,1
artayotgan,1
qiyiqchaning,1
yo‘talgan,1
xonadagi,1
hidini,1
qo‘ygani,1
nina,1
do‘xtirxonaga,1
tekshirib,1
opchiqmasang,1
tuxumdek,1
badanimni,1
xamirturush,1
yorildi-yu,1
qo‘rga,1
piyozni,1
qo‘rqqanman,1
achinskiy,1
bag‘ishlab,1
fayz,1
gazak,1
limon,1
konyakni,1
ochered,1
erkalovchi,1
ay-yay-yay,1
ox,1
ko‘tarilib,1
isitmasi,1
tog‘olcha,1
ko‘rpaga,1
kiyimlari,1
olishibdi-yu,1
o‘rtoqlari,1
yorig‘idan,1
muzning,1
hammayog‘i,1
ustiga-ustak,1
chiqayotgandek,1
chaqadi,1
chayondek,1
ko‘rpa,1
pisillaydi,1
befoyda,1
uxlardik,1
devorlarni,1
eshig-u,1
o‘tin-ko‘mirimiz,1
quyamiz,1
tuzalmasa,1
shundayam,1
yaralarni,1
kapalagim,1
ko‘ylagimni,1
derazasiga,1
kakoy,1
qadahdagi,1
sanchimaydimi,1
alahlashidan,1
derdim,1
jiyanimning,1
davolash,1
bemorni,1
ablahlik,1
boshli,1
bu-ku,1
turadi-ku,1
qo‘lingga,1
yotishga,1
bolnitsaga,1
muhtojmi,1
so‘zingga,1
nafs,1
undayam,1
nimayam,1
yuraging,1
muomalasiyam,1
deyishdi,1
bersangiz,1
300,1
o‘rgatishdi,1
palatadagi,1
odammisan,1
seshanbaga,1
jumaga,1
seshanba,1
so‘radimi,1
o‘zgarardi,1
familiyasini,1
talab,1
nevropatolog,1
ishlaydigan,1
qarindoshimga,1
tutaqmadi,1
nevrosteniya,1
qilaversang,1
narsalarga,1
arzimagan,1
do‘xtirmasman,1
chayqovchilik,1
tashlasin-da,1
xalatini,1
stipendiya,1
o‘qitdimi,1
tenglashtirsa,1
chayqovchi,1
ma’lumotli,1
oliy,1
ketadi-ku,1
deysan,1
tutmaguncha,1
bo‘yidan,1
yashash,1
kulimsiradi,1
xodimi,1
qolgurni,1
kunduzi,1
doktorlarga,1
kurmaksiz,1
sholi,1
ko‘pmas,1
aytgandaqa,1
avvalboshi,1
yo‘taladi,1
olovni,1
uyingda,1
siyohdon,1
ilashib,1
peroga,1
botirdi,1
ma’qul,1
yozaveraymi,1
jirkanibroq,1
qilmoqchiligimni,1
cho‘kkaladi,1
qori,1
o‘ynayapman,1
dokadek,1
ruchka,1
peroli,1
qurbaqa,1
siyoh-ruchkang,1
mahsi-kalishli,1
qorini,1
yechmang,1
piymangizni,1
kiraveringlar,1
yaxshimilar,1
ko‘rgulik,1
edi-ya,1
qovog‘im,1
chopdi,1
ko‘milgancha,1
tizzagacha,1
oyingga,1
anqayib,1
edim-u,1
o‘quvchisan,1
siyohing,1
qopti-ku,1
ko‘rmaysizmi,1
xo‘jayin,1
yolbora,1
kechiring,1
gapniyam,1
pushtingni,1
g‘azabnok,1
urmoqchimisan,1
shiqillat,1
tuyog‘ingni,1
qo‘yganmas,1
ekib,1
xolang,1
qo‘shamiz,1
aktga,1
bajarayotganimda,1
burchimni,1
eshitdingiz,1
tiq,1
hatlashda,1
piymangni,1
bo‘lsangam,1
o‘rningdan,1
chaqnar,1
ifodadan,1
torting,1
rahmingiz,1
muzlagan,1
bolaginamdan,1
manavinisi,1
kesib,1
bilakdek,1
o‘chiring,1
kamalakdek,1
siltab-siltab,1
gijinglab,1
tepamizda,1
qiziganda,1
chopa,1
shoxlarni,1
shoxlar,1
isitadi,1
kuh-kuhlab,1
sovqotadi,1
ketgan-u,1
tortma,1
jing-jing,1
qiyshayadi,1
tortganida,1
isbotlash,1
qiyinlashdi,1
botganidan,1
tushmaydi,1
po‘sti,1
solishdi,1
qayrag‘ochga,1
qurigan,1
g‘arch-g‘urch,1
yog‘ilar,1
zarralar,1
zahardek,1
etigimni,1
ko‘chgan,1
egovladi,1
shiqirlatardi,1
payqamay,1
allaqayerdan,1
aybini,1
rostligini,1
daraxt-ku,1
tomorqamdagi,1
qaray,1
qog‘ozingiz,1
kesishga,1
toship,1
madad,1
temirdek,1
ruxsatingiz,1
soladi-ya,1
benavotman,1
jinoyat-ku,1
chimchilab,1
choyimiz,1
cho‘zishdi,1
egarda,1
tushmasdan,1
ishlar,1
tulki,1
pocha-po‘stin,1
otli,1
deyishardi,1
qo‘rqardi,1
paltoli,1
silkitardi,1
pildiragancha,1
ko‘rinmay,1
oqlash,1
xirurg,1
hiqildog‘imga,1
tovonimdagi,1
tebrata,1
bilaguzugim,1
tilingizdan,1
nafasingizdan,1
ko‘rason,1
qaro,1
uxlamay,1
to‘lganda,1
ko‘rdem,1
ko‘rdingiz,1
bo‘lgon,1
ko‘rinde,1
beradigandek,1
fojia,1
qimir,1
maromda,1
akam-chi,1
pichirlagancha,1
chiqmasidan,1
chillamiz,1
ikkiga,1
demoqchi,1
oynacha,1
oynaga,1
o‘ter,1
bune,1
ushla,1
kaftdek,1
hurjunini,1
sinovchan,1
daraksiz,1
rostligiga,1
ishontirmoqchi,1
bilaguzugini,1
beradilar,1
ko‘rmayapmiz-ku,1
dog‘lardan,1
oymomo,1
akani,1
qaytgandek,1
ko‘tardim-u,1
hayqiriqdan,1
hayajonli,1
ilinayotgan,1
ko‘taray,1
zerikdim,1
yotib-yotib,1
haykalga,1
uchovi,1
soyasi,1
kaltakesak,1
ishonar,1
topishiga,1
topgisi,1
izlagan,1
qaysisi,1
kutilgan,1
ko‘rishadi,1
amalda,1
romini,1
mayizini,1
tolqonini,1
o‘tirishib,1
uyimizda,1
gospitaldan,1
nafasini,1
kesardi,1
tomoniga,1
ketganga,1
qimirlab,1
xoligacha,1
pirpirab-pirpirab,1
pichirlay,1
to‘da-to‘da,1
toshlarni,1
faqatrangi,1
toshlarning,1
sopalak,1
tugunchasini,1
sinaganman,1
romi,1
cho‘kkalashdi,1
kirligidan,1
ancho,1
jilolmay,1
turganimni,1
ochirmoqchi,1
yig‘lardi,1
tog‘amni,1
bechoradan,1
qaytyapti,1
yerimdan,1
ursa,1
pichoq,1
yerimga,1
xavotirdaman,1
g‘animing,1
amol,1
o‘rnini,1
qiziqish,1
egalladi-yu,1
qolgandik,1
bachang,1
omonmi,1
tirigini,1
ingragudek,1
tirikmi,1
boquvchi,1
to‘sulgon,1
bachangni,1
toshga,1
chiziqlar,1
toshning,1
eshitmagandek,1
ocharkanlar,1
muhra,1
qirrali,1
yong‘oqdek,1
kavlashtirdi,1
yolg‘izginamni,1
ko‘rarmikinman,1
bolaginamni,1
shoshilmadi,1
yashirishini,1
o‘rnida,1
maqtardi,1
kumush,1
chiqq-o-on,1
to‘dalanib,1
tirek,1
kerakdek,1
ana-ku,1
turibdilar,1
demaganmidim,1
asabiyroq,1
durochka,1
qizalog‘im,1
garajmas,1
podyezd,1
bo‘lmaydimi,1
obersang,1
paket,1
bolangga,1
ichgandan,1
barmatuxa,1
zaharingga,1
bergani-bergan,1
uzzukun,1
bo‘b,1
xotininikiga,1
asqarjon,1
uylanishi,1
buyurmadi,1
farzanddan,1
uxlatib,1
ovqatlantirib,1
aytishlariga,1
o‘tkazgan,1
ishlagan,1
zavodda,1
yurishmagan,1
omadi,1
atamaydi,1
falonchiyevna,1
klavdiya,1
qiluvding,1
samokatni,1
uchirganmishman,1
qissa,1
bo‘lmasdi,1
afsuslangandek,1
soddaligimdan,1
operatsiyadan,1
gapirayotganim,1
qiziqmisiz,1
yig‘ib-yig‘ib,1
pensiyamdan,1
qaytaraman,1
pulingni,1
ko‘tarish,1
ketibsiz-ku,1
yosharib,1
holiyam,1
shumshayib,1
harrakda,1
zarurmish,1
qo‘shnim,1
anig‘ini,1
yig‘dik,1
qo‘shnilardan,1
taqillatib,1
haftacha,1
dom,1
o‘tirishiyam,1
buyragi,1
kasalxonaga,1
surishtirsam,1
bilindi,1
ismini,1
kechani,1
noqulay,1
tepkilab,1
bosimim,1
yo‘liqqaniga,1
xusumatga,1
bolaginamning,1
uchradi,1
tuhmatga,1
to‘xtavoyim,1
ketayotsam,1
qamalib,1
imoratlar,1
bosar-tusarini,1
ozdirdimi,1
aylandi-qoldi,1
boyvachchasiga,1
prorab,1
o‘qigan,1
galgisi,1
og‘rinmadi,1
qilolmagani,1
sarpo,1
ayblamadi,1
aniq-tiniq,1
ko‘mdi,1
do‘qillatib,1
qo‘ltiqtayog‘ini,1
suhbatlashishdi,1
maqtab-maqtab,1
qoshlari,1
qilingki,1
ketsam,1
ko‘madiganimdan,1
ona-ku,1
ko‘rmagandek,1
suyunasanmi,1
bosimi,1
onasida,1
gapirayotgandek,1
bilasan,1
o‘qimishlisan,1
senlar,1
bosadigan,1
qadamini,1
olsin-da,1
qilg‘ilikni,1
daxli,1
qahrning,1
qallobni,1
haqiga,1
ko‘pchilikning,1
ochyapsizmi,1
kinoya,1
hazil,1
koyib,1
kelganimda,1
chidolmadim,1
chidasam,1
karomatlariga,1
to‘xtavoyning,1
koshkiydi-ya,1
bolaki,1
to‘xtavoyingiz,1
to‘xtavoy,1
,1
